Carrera,Grupo,Clave,Materia,CRN,Profesor,Dia,Hora inicio,Hora Fin,Aula,Modalidad
Lic. Trabajo Social,1A,IG744,LENGUA EXTRANJERA I,176909,GOMEZ GONZALEZ CLAUDIA VERONICA,VIERNES,20,22,EL89,HIBRIDA
Lic. Trabajo Social,1A,IJ898,DESARROLLO HUMANO,176894,GARCIA FLOR VANESSA NATALIA,SABADO,16,18,EL110,HIBRIDA
Lic. Trabajo Social,1A,V2455,ANALISIS DE PROBLEMAS GLOBALES DEL SIGLO XXI,213327,OROZCO LOPEZ EFREN,SABADO,18,20,EL17,TOTAL EN LINEA
Lic. Trabajo Social,1A,IK238,PLANIFICACION Y GESTION SOCIAL,180442,CALDERON MAYORGA MARIA JAQUELINE,SABADO,20,21,EL58,TOTAL PRESENCIAL
Lic. Trabajo Social,2A,IK760,INNOVACION Y CREATIVIDAD,182540,ACEVES CASTELLANOS ALEJANDRA,LUNES,18,20,EL25,HIBRIDA
Lic. Trabajo Social,2A,IK239,POLITICAS SOCIALES,180443,PASILLAS BANDA DAVID GUILLERMO,MARTES,8,10,C4,HIBRIDA
Lic. Trabajo Social,2A,IK242,TEORIAS CONTEMPORANEAS DEL TRABAJO SOCIAL,180449,FIERROS HUERTA ROSITA,MARTES,10,12,C14,HIBRIDA
Lic. Trabajo Social,2A,IG913,LENGUA EXTRANJERA II,180342,GOMEZ GONZALEZ CLAUDIA VERONICA,MARTES,19,21,EL59,HIBRIDA
Lic. Trabajo Social,2A,IJ475,PSICOLOGIA SOCIAL,180530,CERDA MARTINEZ DANIEL,MIERCOLES,18,19,EL20,HIBRIDA
Lic. Trabajo Social,2A,I5084,METODOLOGIA Y PRACTICA DE LA INVESTIGACION,180419,GUERRERO CONTRERAS FRANCISCO,MIERCOLES,19,21,EL92,HIBRIDA
Lic. Trabajo Social,2A,I5084,METODOLOGIA Y PRACTICA DE LA INVESTIGACION,180419,GUERRERO CONTRERAS FRANCISCO,JUEVES,8,10,B4,HIBRIDA
Lic. Trabajo Social,2A,IJ475,PSICOLOGIA SOCIAL,180530,CERDA MARTINEZ DANIEL,JUEVES,10,12,C3,HIBRIDA
Lic. Trabajo Social,2A,REC01,RECREACION Y APROVECHAMIENTO,,,JUEVES,12,14,AULA-RECREACION-7,
Lic. Trabajo Social,2A,IK760,INNOVACION Y CREATIVIDAD,182540,ACEVES CASTELLANOS ALEJANDRA,JUEVES,14,16,B7,HIBRIDA
Lic. Trabajo Social,2A,IK231,ETICA PROFESIONAL,180275,MEZA AGUIRRE RAFAEL,VIERNES,8,10,B13,HIBRIDA
Lic. Trabajo Social,2A,REC01,RECREACION Y APROVECHAMIENTO,,,VIERNES,10,12,AULA-RECREACION-3,
Lic. Trabajo Social,2A,IK245,MODELOS Y NIVELES DE LA INTERVENCION SOCIAL,180421,TOVAR GARCIA JOSE RAYMUNDO,VIERNES,12,14,A10,HIBRIDA
Lic. Trabajo Social,2A,IG913,LENGUA EXTRANJERA II,180342,GOMEZ GONZALEZ CLAUDIA VERONICA,VIERNES,14,16,A15,HIBRIDA
Lic. Trabajo Social,2A,IG913,LENGUA EXTRANJERA II,180342,GOMEZ GONZALEZ CLAUDIA VERONICA,VIERNES,18,20,EL102,HIBRIDA
Lic. Trabajo Social,2A,IK245,MODELOS Y NIVELES DE LA INTERVENCION SOCIAL,180421,TOVAR GARCIA JOSE RAYMUNDO,SABADO,14,15,EL51,HIBRIDA
Lic. Trabajo Social,2A,IK231,ETICA PROFESIONAL,180275,MEZA AGUIRRE RAFAEL,SABADO,15,16,EL39,HIBRIDA
Lic. Trabajo Social,2A,IK245,MODELOS Y NIVELES DE LA INTERVENCION SOCIAL,180421,TOVAR GARCIA JOSE RAYMUNDO,SABADO,16,17,EL38,HIBRIDA
Lic. Trabajo Social,2A,IK242,TEORIAS CONTEMPORANEAS DEL TRABAJO SOCIAL,180449,FIERROS HUERTA ROSITA,SABADO,17,18,EL81,HIBRIDA
Lic. Trabajo Social,2A,IK239,POLITICAS SOCIALES,180443,PASILLAS BANDA DAVID GUILLERMO,SABADO,18,19,EL91,HIBRIDA
Lic. Trabajo Social,3A,IA613,DESARROLLO SUSTENTABLE,187638,RODRIGUEZ GUARDADO ADRIANA DEL CARMEN,LUNES,18,20,EL85,HIBRIDA
Lic. Trabajo Social,3A,IK241,TECNICAS E INSTRUMENTOS EN TRABAJO SOCIAL,188387,TOVAR GARCIA JOSE RAYMUNDO,LUNES,20,21,EL21,HIBRIDA
Lic. Trabajo Social,3A,IL631,TEORIA SOCIAL I,188380,RODRIGUEZ BOCANEGRA KARINA MELISA,MARTES,14,16,EL14,HIBRIDA
Lic. Trabajo Social,3A,I5087,ECONOMIA I,187641,MEZA TAPIA JOSE DE JESUS,MARTES,16,18,EL22,HIBRIDA
Lic. Trabajo Social,3A,IK244,TEORIAS Y TECNICAS GRUPALES,187658,GARDIEL SANCHEZ ALONDRA,MARTES,18,19,EL42,HIBRIDA
Lic. Trabajo Social,3A,IK246,MODELOS DE INTERVENCION COLECTIVOS I,188369,GARCIA REYNAGA RACHEL,MIERCOLES,18,21,EL100,HIBRIDA
Lic. Trabajo Social,3A,I5087,ECONOMIA I,187641,MEZA TAPIA JOSE DE JESUS,JUEVES,8,10,C10,HIBRIDA
Lic. Trabajo Social,3A,IK246,MODELOS DE INTERVENCION COLECTIVOS I,188369,GARCIA REYNAGA RACHEL,JUEVES,10,12,C9,HIBRIDA
Lic. Trabajo Social,3A,REC01,RECREACION Y APROVECHAMIENTO,,,JUEVES,12,14,AULA-RECREACION-25,
Lic. Trabajo Social,3A,IJ897,DERECHO CONSTITUCIONAL I,176877,DAVILA GALLEGOS SERGIO ABRAHAM,JUEVES,18,20,EL108,HIBRIDA
Lic. Trabajo Social,3A,IG914,LENGUA EXTRANJERA III,188365,SOULE FARIAS CARLOS,VIERNES,8,10,B10,HIBRIDA
Lic. Trabajo Social,3A,IK241,TECNICAS E INSTRUMENTOS EN TRABAJO SOCIAL,188387,TOVAR GARCIA JOSE RAYMUNDO,VIERNES,10,12,C1,HIBRIDA
Lic. Trabajo Social,3A,REC01,RECREACION Y APROVECHAMIENTO,,,VIERNES,10,12,AULA-RECREACION-13,
Lic. Trabajo Social,3A,IA613,DESARROLLO SUSTENTABLE,187638,RODRIGUEZ GUARDADO ADRIANA DEL CARMEN,VIERNES,12,14,D9,HIBRIDA
Lic. Trabajo Social,3A,IK244,TEORIAS Y TECNICAS GRUPALES,187658,GARDIEL SANCHEZ ALONDRA,VIERNES,14,16,D1,HIBRIDA
Lic. Trabajo Social,3A,IJ897,DERECHO CONSTITUCIONAL I,176877,DAVILA GALLEGOS SERGIO ABRAHAM,VIERNES,16,18,A3,HIBRIDA
Lic. Trabajo Social,3A,IG914,LENGUA EXTRANJERA III,188365,SOULE FARIAS CARLOS,SABADO,14,16,EL57,HIBRIDA
Lic. Trabajo Social,3A,IG914,LENGUA EXTRANJERA III,188365,SOULE FARIAS CARLOS,SABADO,16,18,EL84,HIBRIDA
Lic. Trabajo Social,3A,IL631,TEORIA SOCIAL I,188380,RODRIGUEZ BOCANEGRA KARINA MELISA,SABADO,20,21,EL26,HIBRIDA
Lic. Trabajo Social,4A,IK236,METODOLOGIA Y ANALISIS DE LA INVESTIGACION CUALITATIVA,193166,PARTIDA VALDIVIA JOSE MARCOS,LUNES,16,18,EL13,TOTAL EN LINEA
Lic. Trabajo Social,4A,IK235,ESTUDIO DE LA FAMILIA,193146,PATRON CHAVEZ AIDEE,MARTES,8,10,A3,HIBRIDA
Lic. Trabajo Social,4A,IK229,DERECHOS HUMANOS,193129,LIZAOLA ZEPEDA GRACIELA GUADALUPE,MARTES,10,12,D9,HIBRIDA
Lic. Trabajo Social,4A,IK247,MODELOS DE INTERVENCION COLECTIVOS II,193174,FIERROS HUERTA ROSITA,MARTES,12,14,A1,HIBRIDA
Lic. Trabajo Social,4A,REC01,RECREACION Y APROVECHAMIENTO,,,MARTES,14,16,AULA-RECREACION-4,
Lic. Trabajo Social,4A,IK236,METODOLOGIA Y ANALISIS DE LA INVESTIGACION CUALITATIVA,193166,PARTIDA VALDIVIA JOSE MARCOS,MARTES,20,22,EL19,TOTAL EN LINEA
Lic. Trabajo Social,4A,IK247,MODELOS DE INTERVENCION COLECTIVOS II,193174,FIERROS HUERTA ROSITA,MIERCOLES,19,21,EL59,HIBRIDA
Lic. Trabajo Social,4A,IL632,TEORIA SOCIAL II,193213,GARCIA REYNAGA RACHEL,JUEVES,8,10,B7,HIBRIDA
Lic. Trabajo Social,4A,IG915,LENGUA EXTRANJERA IV,193157,FONSECA DIAZ RICARDO,JUEVES,10,12,C16,HIBRIDA
Lic. Trabajo Social,4A,IL632,TEORIA SOCIAL II,193213,GARCIA REYNAGA RACHEL,JUEVES,18,19,EL49,HIBRIDA
Lic. Trabajo Social,4A,IK235,ESTUDIO DE LA FAMILIA,193146,PATRON CHAVEZ AIDEE,JUEVES,21,22,EL49,HIBRIDA
Lic. Trabajo Social,4A,IG915,LENGUA EXTRANJERA IV,193157,FONSECA DIAZ RICARDO,VIERNES,19,21,EL60,HIBRIDA
Lic. Trabajo Social,4A,IG915,LENGUA EXTRANJERA IV,193157,FONSECA DIAZ RICARDO,VIERNES,22,24,EL13,HIBRIDA
Lic. Trabajo Social,4A,IG915,LENGUA EXTRANJERA IV,193157,FONSECA DIAZ RICARDO,SABADO,16,18,EL56,HIBRIDA
Lic. Trabajo Social,4A,IK247,MODELOS DE INTERVENCION COLECTIVOS II,193174,FIERROS HUERTA ROSITA,SABADO,20,21,EL40,HIBRIDA
Lic. Trabajo Social,4A,IK229,DERECHOS HUMANOS,193129,LIZAOLA ZEPEDA GRACIELA GUADALUPE,SABADO,21,22,EL23,HIBRIDA
Lic. Trabajo Social,5A,IK248,MODELOS DE INTERVENCION INDIVIDUALIZADA,194770,MACIAS LLAMAS ESTHER,LUNES,19,21,EL98,HIBRIDA
Lic. Trabajo Social,5A,IC872,MECANISMOS ALTERNATIVOS DE SOLUCION DE CONTROVERSIAS,194766,MACIAS LLAMAS ESTHER,MARTES,8,10,A14,HIBRIDA
Lic. Trabajo Social,5A,REC01,RECREACION Y APROVECHAMIENTO,,,MARTES,10,12,AULA-RECREACION-23,
Lic. Trabajo Social,5A,IK234,ANTROPOLOGIA SOCIAL,194756,OROZCO LOPEZ EFREN,MARTES,12,14,C12,HIBRIDA
Lic. Trabajo Social,5A,IK248,MODELOS DE INTERVENCION INDIVIDUALIZADA,194770,MACIAS LLAMAS ESTHER,MARTES,14,16,B10,HIBRIDA
Lic. Trabajo Social,5A,IK228,CULTURA Y GENERO,199031,RODRIGUEZ TOPETE FRANCISCO,MARTES,18,19,EL106,
Lic. Trabajo Social,5A,IK234,ANTROPOLOGIA SOCIAL,194756,OROZCO LOPEZ EFREN,MIERCOLES,18,19,EL92,HIBRIDA
Lic. Trabajo Social,5A,IK237,METODOLOGIA Y ANALISIS DE LA INVESTIGACION CUANTITATIVA,194768,CASTRO GARCIA ANA ROSA,JUEVES,8,10,A4,HIBRIDA
Lic. Trabajo Social,5A,REC01,RECREACION Y APROVECHAMIENTO,,,JUEVES,10,12,AULA-RECREACION-18,
Lic. Trabajo Social,5A,IK228,CULTURA Y GENERO,199031,RODRIGUEZ TOPETE FRANCISCO,JUEVES,12,14,D5,
Lic. Trabajo Social,5A,IK258,ORIENTACION DE TEMAS EMERGENTES-III,205565,MACIAS LLAMAS ESTHER,JUEVES,14,16,C3,
Lic. Trabajo Social,5A,IK257,ORIENTACION DE TEMAS EMERGENTES-II,205036,RODRIGUEZ TOPETE FRANCISCO,JUEVES,16,18,B1,
Lic. Trabajo Social,5A,IK237,METODOLOGIA Y ANALISIS DE LA INVESTIGACION CUANTITATIVA,194768,CASTRO GARCIA ANA ROSA,VIERNES,18,19,EL47,HIBRIDA
Lic. Trabajo Social,5A,IK248,MODELOS DE INTERVENCION INDIVIDUALIZADA,194770,MACIAS LLAMAS ESTHER,SABADO,18,19,EL20,HIBRIDA
Lic. Trabajo Social,5A,IC872,MECANISMOS ALTERNATIVOS DE SOLUCION DE CONTROVERSIAS,194766,MACIAS LLAMAS ESTHER,SABADO,21,22,EL18,HIBRIDA
Lic. Trabajo Social,6A,IK230,ESTADISTICA I,199666,GARCIA SANCHEZ ANDRES,LUNES,12,14,D13,HIBRIDA
Lic. Trabajo Social,6A,IK243,PERITAJE SOCIAL,199101,RODRIGUEZ TOPETE FRANCISCO,LUNES,14,16,B1,HIBRIDA
Lic. Trabajo Social,6A,IK260,ORIENTACION DE TEMAS EMERGENTES-V,209456,RODRIGUEZ TOPETE FRANCISCO,LUNES,16,18,A14,HIBRIDA
Lic. Trabajo Social,6A,IK261,"OPTATIVA I – ESTUDIOS DE POBREZA, DESIGUALDAD Y DESAFILIACIÓN",193192,PASILLAS BANDA DAVID GUILLERMO,MIERCOLES,8,10,A1,
Lic. Trabajo Social,6A,REC01,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,10,12,AULA-RECREACION-11,
Lic. Trabajo Social,6A,IK259,ORIENTACION DE TEMAS EMERGENTES-IV,209450,REYNA VALENCIA CARLOS,MIERCOLES,14,16,B14,HIBRIDA
Lic. Trabajo Social,6A,I8890,SALUD PUBLICA,193803,TOVAR GARCIA JOSE RAYMUNDO,MIERCOLES,16,18,C8,
Lic. Trabajo Social,6A,IK230,ESTADISTICA I,199666,GARCIA SANCHEZ ANDRES,MIERCOLES,18,20,EL30,HIBRIDA
Lic. Trabajo Social,6A,IK240,SISTEMATIZACION DE LA PRACTICA DE TRABAJO SOCIAL,199108,SAUCEDO TAPIA ALEJANDRA ESTEFANIA,JUEVES,10,12,EL10,HIBRIDA
Lic. Trabajo Social,6A,IK260,ORIENTACION DE TEMAS EMERGENTES-V,209456,RODRIGUEZ TOPETE FRANCISCO,JUEVES,18,20,EL80,HIBRIDA
Lic. Trabajo Social,6A,I8890,SALUD PUBLICA,193803,TOVAR GARCIA JOSE RAYMUNDO,JUEVES,20,21,EL21,
Lic. Trabajo Social,6A,IK259,ORIENTACION DE TEMAS EMERGENTES-IV,209450,REYNA VALENCIA CARLOS,VIERNES,18,20,EL77,HIBRIDA
Lic. Trabajo Social,6A,IK240,SISTEMATIZACION DE LA PRACTICA DE TRABAJO SOCIAL,199108,SAUCEDO TAPIA ALEJANDRA ESTEFANIA,SABADO,16,17,EL49,HIBRIDA
Lic. Trabajo Social,6A,IK261,"OPTATIVA I – ESTUDIOS DE POBREZA, DESIGUALDAD Y DESAFILIACIÓN",193192,PASILLAS BANDA DAVID GUILLERMO,SABADO,17,18,EL33,
Lic. Trabajo Social,6A,IK243,PERITAJE SOCIAL,199101,RODRIGUEZ TOPETE FRANCISCO,SABADO,18,19,EL107,HIBRIDA
Lic. Trabajo Social,7A,IK249,INTERVENCION ESPECIALIZANTE DIRIGIDA I,205033,VELAZQUEZ SEVILLA SHAYRA INOCENCIA,LUNES,19,21,EL99,HIBRIDA
Lic. Trabajo Social,7A,IK249,INTERVENCION ESPECIALIZANTE DIRIGIDA I,205033,VELAZQUEZ SEVILLA SHAYRA INOCENCIA,MARTES,16,20,EL60,HIBRIDA
Lic. Trabajo Social,7A,IK249,INTERVENCION ESPECIALIZANTE DIRIGIDA I,205033,VELAZQUEZ SEVILLA SHAYRA INOCENCIA,MIERCOLES,14,18,EL43,HIBRIDA
Lic. Trabajo Social,7A,IK256,ORIENTACION DE TEMAS EMERGENTES-I,205032,MACIAS LLAMAS ESTHER,JUEVES,8,10,A15,
Lic. Trabajo Social,7A,IK249,INTERVENCION ESPECIALIZANTE DIRIGIDA I,205033,VELAZQUEZ SEVILLA SHAYRA INOCENCIA,JUEVES,10,12,B9,HIBRIDA
Lic. Trabajo Social,7A,REC01,RECREACION Y APROVECHAMIENTO,,,JUEVES,12,14,AULA-RECREACION-13,
Lic. Trabajo Social,7A,IK249,INTERVENCION ESPECIALIZANTE DIRIGIDA I,205033,VELAZQUEZ SEVILLA SHAYRA INOCENCIA,VIERNES,19,22,EL101,HIBRIDA
Lic. Trabajo Social,7A,IK256,ORIENTACION DE TEMAS EMERGENTES-I,205032,MACIAS LLAMAS ESTHER,SABADO,19,21,EL94,
Lic. Trabajo Social,8A,IK250,INTERVENCION ESPECIALIZANTE DIRIGIDA II,209447,ARREOLA CARO MARIA ISABEL,LUNES,8,10,B1,
Lic. Trabajo Social,8A,IK264,OPTATIVA IV,205035,RODRIGUEZ TOPETE FRANCISCO,LUNES,10,12,D14,
Lic. Trabajo Social,8A,REC01,RECREACION Y APROVECHAMIENTO,,,LUNES,12,14,AULA-RECREACION-5,
Lic. Trabajo Social,8A,IK256,ORIENTACION DE TEMAS EMERGENTES-I,205569,MACIAS LLAMAS ESTHER,LUNES,14,16,D16,
Lic. Trabajo Social,8A,IK233,SEMINARIO DE TITULACION,209341,ACEVES CASTELLANOS ALEJANDRA,LUNES,16,18,A2,HIBRIDA
Lic. Trabajo Social,8A,IK256,ORIENTACION DE TEMAS EMERGENTES-I,205569,MACIAS LLAMAS ESTHER,MARTES,18,20,EL101,
Lic. Trabajo Social,8A,IK250,INTERVENCION ESPECIALIZANTE DIRIGIDA II,209447,ARREOLA CARO MARIA ISABEL,MIERCOLES,15,21,EL97,
Lic. Trabajo Social,8A,IK264,OPTATIVA IV,205035,RODRIGUEZ TOPETE FRANCISCO,JUEVES,18,19,EL50,
Lic. Trabajo Social,8A,IK250,INTERVENCION ESPECIALIZANTE DIRIGIDA II,209447,ARREOLA CARO MARIA ISABEL,SABADO,14,21,EL86,
Lic. Trabajo Social,8A,IK233,SEMINARIO DE TITULACION,209341,ACEVES CASTELLANOS ALEJANDRA,SABADO,21,22,EL22,HIBRIDA
Lic. Turismo,1A,I5509,FUNDAMENTOS DEL TURISMO,57231,CALDERON MAYORGA MARIA JAQUELINE,LUNES,18,20,EL75,HIBRIDA
Lic. Turismo,1A,I0868,MATEMATICAS I,41613,VALLEJO DOMINGUEZ DIANA,MARTES,18,20,EL45,HIBRIDA
Lic. Turismo,1A,I0868,MATEMATICAS I,41613,VALLEJO DOMINGUEZ DIANA,MIERCOLES,8,10,C12,HIBRIDA
Lic. Turismo,1A,REC02,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,10,12,AULA-RECREACION-39,
Lic. Turismo,1A,I0942,ADMINISTRACION I,56870,MONTAÑEZ MOYA GLORIA SILVIANA,MIERCOLES,12,14,A15,HIBRIDA
Lic. Turismo,1A,I5087,ECONOMIA I,40370,FRANCO GORDO MARGARITA,MIERCOLES,18,20,EL72,HIBRIDA
Lic. Turismo,1A,I5093,TECNOLOGIAS DE LA INFORMACION,40768,ESTRADA GARCÍA JUAN ALONSO,JUEVES,8,10,CITA1,HIBRIDA
Lic. Turismo,1A,I5087,ECONOMIA I,40370,FRANCO GORDO MARGARITA,JUEVES,10,12,C13,HIBRIDA
Lic. Turismo,1A,TUT01,TUTORIAS,,,JUEVES,12,14,EL24,
Lic. Turismo,1A,D1470,EXPRESION ORAL Y ESCRITA,70792,CALDERON MAYORGA MARIA JAQUELINE,JUEVES,14,16,C7,HIBRIDA
Lic. Turismo,1A,I5509,FUNDAMENTOS DEL TURISMO,57231,CALDERON MAYORGA MARIA JAQUELINE,JUEVES,16,18,B3,HIBRIDA
Lic. Turismo,1A,I5134,INGLES I,41566,GONZALEZ MARTINEZ JORGE,JUEVES,18,20,EL88,HIBRIDA
Lic. Turismo,1A,I5085,UNIVERSIDAD Y SIGLO XXI,70972,GONZALEZ DUEÑAS MIRIAM,VIERNES,10,12,B11,HIBRIDA
Lic. Turismo,1A,I5134,INGLES I,41566,GONZALEZ MARTINEZ JORGE,VIERNES,14,16,C14,HIBRIDA
Lic. Turismo,1A,I5085,UNIVERSIDAD Y SIGLO XXI,70972,GONZALEZ DUEÑAS MIRIAM,VIERNES,18,20,EL85,HIBRIDA
Lic. Turismo,1A,I5093,TECNOLOGIAS DE LA INFORMACION,40768,ESTRADA GARCÍA JUAN ALONSO,SABADO,14,16,EL83,HIBRIDA
Lic. Turismo,1A,D1470,EXPRESION ORAL Y ESCRITA,70792,CALDERON MAYORGA MARIA JAQUELINE,SABADO,17,18,EL19,HIBRIDA
Lic. Turismo,1A,I0942,ADMINISTRACION I,56870,MONTAÑEZ MOYA GLORIA SILVIANA,SABADO,18,20,EL72,HIBRIDA
Lic. Turismo,2A,I5514,PATRIMONIO CULTURAL,44660,NOYOLA AGUILAR LILIA YOLANDA,LUNES,18,20,EL76,HIBRIDA
Lic. Turismo,2A,I5082,ADMINISTRACION II,56872,AGUILAR NAVARRO JOSE LUIS,MARTES,18,20,EL76,HIBRIDA
Lic. Turismo,2A,I5082,ADMINISTRACION II,56872,AGUILAR NAVARRO JOSE LUIS,MARTES,20,22,EL1,HIBRIDA
Lic. Turismo,2A,I5135,INGLES II,41570,GONZALEZ MARTINEZ JORGE,MIERCOLES,8,10,A4,HIBRIDA
Lic. Turismo,2A,I5510,GEOGRAFIA TURISTICA,44659,FONSECA DIAZ RICARDO,MIERCOLES,10,12,C7,HIBRIDA
Lic. Turismo,2A,I5088,ECONOMIA II,41545,MONTES RAMIREZ FRANCISCO,MIERCOLES,14,16,B13,HIBRIDA
Lic. Turismo,2A,I5083,CONCEPTOS JURIDICOS FUNDAMENTALES,65381,CORONA FLORES CRISTINA,MIERCOLES,16,18,B11,HIBRIDA
Lic. Turismo,2A,I5089,ESTADISTICA I,41553,RODRIGUEZ ARREOLA ALICIA,JUEVES,8,10,A1,TOTAL PRESENCIAL
Lic. Turismo,2A,REC02,RECREACION Y APROVECHAMIENTO,,,JUEVES,10,12,AULA-RECREACION-21,
Lic. Turismo,2A,I5514,PATRIMONIO CULTURAL,44660,NOYOLA AGUILAR LILIA YOLANDA,JUEVES,12,14,C9,HIBRIDA
Lic. Turismo,2A,I5088,ECONOMIA II,41545,MONTES RAMIREZ FRANCISCO,JUEVES,18,20,EL72,HIBRIDA
Lic. Turismo,2A,I5086,CONTABILIDAD GENERAL,40282,MARIN ARREOLA RUBEN CARLOS,VIERNES,8,12,C4,TOTAL PRESENCIAL
Lic. Turismo,2A,I5082,ADMINISTRACION II,56872,AGUILAR NAVARRO JOSE LUIS,VIERNES,12,14,C16,HIBRIDA
Lic. Turismo,2A,I5089,ESTADISTICA I,41553,RODRIGUEZ ARREOLA ALICIA,VIERNES,14,16,C10,TOTAL PRESENCIAL
Lic. Turismo,2A,I5088,ECONOMIA II,41545,MONTES RAMIREZ FRANCISCO,SABADO,8,10,EL30,HIBRIDA
Lic. Turismo,2A,I5510,GEOGRAFIA TURISTICA,44659,FONSECA DIAZ RICARDO,SABADO,10,12,EL37,HIBRIDA
Lic. Turismo,2A,I5135,INGLES II,41570,GONZALEZ MARTINEZ JORGE,SABADO,14,16,EL17,HIBRIDA
Lic. Turismo,2A,I5083,CONCEPTOS JURIDICOS FUNDAMENTALES,65381,CORONA FLORES CRISTINA,SABADO,16,18,EL77,HIBRIDA
Lic. Turismo,3A,I5164,ANALISIS CONTABLE Y FINANCIERO,146868,VARELA LOPEZ TERESITA DE JESUS,LUNES,8,10,MOVIL - AULA 5,HIBRIDA
Lic. Turismo,3A,I5506,LEGISLACION APLICADA AL TURISMO,69315,AHUMADA GONZALEZ APOLONIO,LUNES,10,12,B14,HIBRIDA
Lic. Turismo,3A,I5515,PATRIMONIO NATURAL,44662,MACIAS BRAVO TOMAS ERICK HUITZILIHUITL,LUNES,12,14,C4,HIBRIDA
Lic. Turismo,3A,REC02,RECREACION Y APROVECHAMIENTO,,,LUNES,14,16,AULA-RECREACION-13,
Lic. Turismo,3A,I5136,INGLES III,41576,GONZALEZ MARTINEZ JORGE,LUNES,16,18,A1,HIBRIDA
Lic. Turismo,3A,I5516,TURISMO RURAL,159456,GUTIERREZ TORRES ALEJANDRA GUADALUPE,MARTES,8,10,B15,HIBRIDA
Lic. Turismo,3A,I5090,ESTADISTICA II,69562,MORALES TRIGUEROS CYNDI ANAHY,MARTES,10,12,B12,HIBRIDA
Lic. Turismo,3A,I5522,DESARROLLO TURISTICO SUSTENTABLE,74232,RODRIGUEZ GUARDADO ADRIANA DEL CARMEN,MARTES,12,14,MOVIL - AULA 1,HIBRIDA
Lic. Turismo,3A,I5507,PSICOLOGIA APLICADA AL TURISMO,68902,CALDERON MAYORGA MARIA JAQUELINE,MARTES,16,18,A15,HIBRIDA
Lic. Turismo,3A,I5506,LEGISLACION APLICADA AL TURISMO,69315,AHUMADA GONZALEZ APOLONIO,MARTES,18,20,EL91,HIBRIDA
Lic. Turismo,3A,I5507,PSICOLOGIA APLICADA AL TURISMO,68902,CALDERON MAYORGA MARIA JAQUELINE,MIERCOLES,16,18,EL18,HIBRIDA
Lic. Turismo,3A,I5090,ESTADISTICA II,69562,MORALES TRIGUEROS CYNDI ANAHY,MIERCOLES,18,20,EL41,HIBRIDA
Lic. Turismo,3A,I5516,TURISMO RURAL,159456,GUTIERREZ TORRES ALEJANDRA GUADALUPE,JUEVES,16,18,EL20,HIBRIDA
Lic. Turismo,3A,I5136,INGLES III,41576,GONZALEZ MARTINEZ JORGE,VIERNES,16,18,EL13,HIBRIDA
Lic. Turismo,3A,I5522,DESARROLLO TURISTICO SUSTENTABLE,74232,RODRIGUEZ GUARDADO ADRIANA DEL CARMEN,VIERNES,18,20,EL72,HIBRIDA
Lic. Turismo,3A,I5164,ANALISIS CONTABLE Y FINANCIERO,146868,VARELA LOPEZ TERESITA DE JESUS,SABADO,16,18,EL40,HIBRIDA
Lic. Turismo,3A,I5515,PATRIMONIO NATURAL,44662,MACIAS BRAVO TOMAS ERICK HUITZILIHUITL,SABADO,18,20,EL74,HIBRIDA
Lic. Turismo,4A,I5523,FINANZAS I,44661,GONZALEZ VILLA JUAN MANUEL,LUNES,18,20,EL77,HIBRIDA
Lic. Turismo,4A,I5511,GESTION DE EMPRESAS DE ALIMENTOS Y BEBIDAS,73266,FONSECA DIAZ RICARDO,MARTES,8,10,C2,HIBRIDA
Lic. Turismo,4A,I5137,INGLES IV,69398,GOMEZ GONZALEZ CLAUDIA VERONICA,MARTES,10,12,C15,HIBRIDA
Lic. Turismo,4A,I5523,FINANZAS I,44661,GONZALEZ VILLA JUAN MANUEL,MARTES,12,14,C10,HIBRIDA
Lic. Turismo,4A,I5103,MERCADOTECNIA,41599,MIRAMONTES GUTIERREZ FABIOLA GABRIELA,MARTES,18,20,EL77,HIBRIDA
Lic. Turismo,4A,I5100,INVESTIGACION DE OPERACIONES I,92183,RODRIGUEZ ARREOLA ALICIA,MIERCOLES,8,10,D1,HIBRIDA
Lic. Turismo,4A,I5113,DESARROLLO DE EMPRENDEDORES,66089,NOYOLA AGUILAR LILIA YOLANDA,MIERCOLES,12,14,B5,HIBRIDA
Lic. Turismo,4A,I5137,INGLES IV,69398,GOMEZ GONZALEZ CLAUDIA VERONICA,MIERCOLES,16,18,EL13,HIBRIDA
Lic. Turismo,4A,I5097,GESTION DE LA CALIDAD,66106,MACIAS BRAVO TOMAS ERICK HUITZILIHUITL,MIERCOLES,18,20,EL73,HIBRIDA
Lic. Turismo,4A,I5097,GESTION DE LA CALIDAD,66106,MACIAS BRAVO TOMAS ERICK HUITZILIHUITL,JUEVES,8,10,MOVIL - AULA 3,HIBRIDA
Lic. Turismo,4A,REC02,RECREACION Y APROVECHAMIENTO,,,JUEVES,10,12,AULA-RECREACION-22,
Lic. Turismo,4A,I5103,MERCADOTECNIA,41599,MIRAMONTES GUTIERREZ FABIOLA GABRIELA,JUEVES,12,14,B10,HIBRIDA
Lic. Turismo,4A,I5511,GESTION DE EMPRESAS DE ALIMENTOS Y BEBIDAS,73266,FONSECA DIAZ RICARDO,JUEVES,18,20,EL74,HIBRIDA
