Carrera,Grupo,Clave,Materia,CRN,Profesor,Dia,Hora inicio,Hora Fin,Aula,Modalidad
Ing. Mecatronica,8A,IE069,VIBRACIONES MECANICAS,187695,MARTINEZ MERINO ALDO APARICIO,MARTES,14,16,C16,HIBRIDA
Ing. Mecatronica,8A,IE066,SISTEMAS EXPERTOS,187683,ZATARAIN DURAN OMAR ALI,MARTES,16,18,A5,HIBRIDA
Ing. Mecatronica,8A,IE066,SISTEMAS EXPERTOS,187683,ZATARAIN DURAN OMAR ALI,MIERCOLES,18,20,EL15,HIBRIDA
Ing. Mecatronica,8A,IE137,ADMINISTRACION DE NEGOCIOS,205421,ORTIZ VARGAS GILBERTO,JUEVES,10,12,C8,HIBRIDA
Ing. Mecatronica,8A,IE067,"SUPERVISION,CONTROL Y ADQUISICION DE DATOS",187684,MARTIN DEL CAMPO MELENDREZ RENE MAXIMILIANO,JUEVES,12,14,A8,HIBRIDA
Ing. Mecatronica,8A,IE046,CONTROL DIFUSO,187671,ORTIZ TORRES GERARDO,JUEVES,14,16,A7,HIBRIDA
Ing. Mecatronica,8A,IE047,CONTROL DIGITAL,187672,PEREZ VIDAL ALAN FRANCISCO,JUEVES,16,18,A11,HIBRIDA
Ing. Mecatronica,8A,IE069,VIBRACIONES MECANICAS,187695,MARTINEZ MERINO ALDO APARICIO,JUEVES,18,20,EL36,HIBRIDA
Ing. Mecatronica,8A,IE047,CONTROL DIGITAL,187672,PEREZ VIDAL ALAN FRANCISCO,VIERNES,18,20,EL94,HIBRIDA
Ing. Mecatronica,8A,IE129,SEMINARIO DE ACTUALIZACION TECNOLOGICA II,250741,JIMENEZ GARCIA INGRID PAULINA,SABADO,14,16,EL72,
Ing. Mecatronica,8A,IE058,PROPIEDAD INTELECTUAL I,188382,FLORES BARRAGAN BERENICE,SABADO,17,18,EL37,HIBRIDA
Ing. Mecatronica,8A,IE137,ADMINISTRACION DE NEGOCIOS,205421,ORTIZ VARGAS GILBERTO,SABADO,18,20,EL92,HIBRIDA
Ing. Mecatronica,8A,IE046,CONTROL DIFUSO,187671,ORTIZ TORRES GERARDO,SABADO,20,22,EL19,HIBRIDA
Ing. Mecatronica,8B,REC03,RECREACION Y APROVECHAMIENTO,,,MARTES,10,12,AULA-RECREACION-9,
Ing. Mecatronica,8B,IE067,"SUPERVISION,CONTROL Y ADQUISICION DE DATOS",199191,MURILLO MORA JEFTE,MARTES,12,14,LAB. MECATRÓNICA,
Ing. Mecatronica,8B,IE069,VIBRACIONES MECANICAS,199714,RAMIREZ MEDINA TONATIUH,MARTES,14,16,D11,
Ing. Mecatronica,8B,IE047,CONTROL DIGITAL,199172,MURILLO MORA JEFTE,MARTES,16,18,C2,
Ing. Mecatronica,8B,IE137,ADMINISTRACION DE NEGOCIOS,209285,CASTELLANOS ALDACO ALMA CONCEPCION,MIERCOLES,18,20,EL78,
Ing. Mecatronica,8B,IE129,SEMINARIO DE ACTUALIZACION TECNOLOGICA II,250742,CORTES VILLEGAS LORENZA AUGUSTA,JUEVES,20,22,EL39,
Ing. Mecatronica,8B,IE046,CONTROL DIFUSO,199169,RAMOS MARTINEZ MOISES BULMARO,VIERNES,8,10,A16,
Ing. Mecatronica,8B,IE066,SISTEMAS EXPERTOS,199188,ROSALES HERNANDEZ JONATHAN HERNANDO,VIERNES,10,12,CITA1,
Ing. Mecatronica,8B,IE137,ADMINISTRACION DE NEGOCIOS,209285,CASTELLANOS ALDACO ALMA CONCEPCION,VIERNES,12,14,C1,
Ing. Mecatronica,8B,IE058,PROPIEDAD INTELECTUAL I,199106,FLORES BARRAGAN BERENICE,VIERNES,14,16,B10,
Ing. Mecatronica,8B,IE129,SEMINARIO DE ACTUALIZACION TECNOLOGICA II,250742,CORTES VILLEGAS LORENZA AUGUSTA,VIERNES,16,18,B2,
Ing. Mecatronica,8B,IE069,VIBRACIONES MECANICAS,199714,RAMIREZ MEDINA TONATIUH,VIERNES,18,20,EL26,
Ing. Mecatronica,8B,IE047,CONTROL DIGITAL,199172,MURILLO MORA JEFTE,SABADO,8,10,EL35,
Ing. Mecatronica,8B,IE066,SISTEMAS EXPERTOS,199188,ROSALES HERNANDEZ JONATHAN HERNANDO,SABADO,10,12,EL38,
Ing. Mecatronica,8B,IE067,"SUPERVISION,CONTROL Y ADQUISICION DE DATOS",199191,MURILLO MORA JEFTE,SABADO,12,14,EL24,
Ing. Mecatronica,8B,IE046,CONTROL DIFUSO,199169,RAMOS MARTINEZ MOISES BULMARO,SABADO,14,16,EL71,
Ing. Mecatronica,8B,IE058,PROPIEDAD INTELECTUAL I,199106,FLORES BARRAGAN BERENICE,SABADO,17,18,EL39,
Ing. Sistemas Biologicos,1A,IB687,BIOETICA,150104,PADILLA MIRANDA LEOBARDO,MARTES,18,20,EL110,HIBRIDA
Ing. Sistemas Biologicos,1A,TUT01,TUTORIAS,,,MIERCOLES,8,10,EL27,
Ing. Sistemas Biologicos,1A,IB681,BIOLOGIA,119768,RODRIGUEZ GONZALEZ ELDA MIREYA,MIERCOLES,10,12,MOVIL - AULA 2,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,1A,IB680,QUIMICA,120369,REYES RUTH,MIERCOLES,12,14,C4,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,1A,IB676,MATEMATICAS,120181,RODRIGUEZ OSORIO KARINA GABRIELA,MIERCOLES,14,16,A4,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,1A,REC05,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,16,18,AULA-RECREACION-5,
Ing. Sistemas Biologicos,1A,IB681,BIOLOGIA,119768,RODRIGUEZ GONZALEZ ELDA MIREYA,JUEVES,10,12,MOVIL - AULA 1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,1A,IB690,ECOLOGIA,164254,FLETES VARGAS ANA GABRIELA,JUEVES,12,14,MOVIL - AULA 2,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,1A,IB687,BIOETICA,150104,PADILLA MIRANDA LEOBARDO,JUEVES,14,16,MOVIL - AULA 3,HIBRIDA
Ing. Sistemas Biologicos,1A,IB676,MATEMATICAS,120181,RODRIGUEZ OSORIO KARINA GABRIELA,VIERNES,8,10,D14,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,1A,IB680,QUIMICA,120369,REYES RUTH,VIERNES,10,12,D10,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,1A,REC05,RECREACION Y APROVECHAMIENTO,,,VIERNES,12,14,AULA-RECREACION-14,
Ing. Sistemas Biologicos,1A,IB690,ECOLOGIA,164254,FLETES VARGAS ANA GABRIELA,VIERNES,14,16,D10,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,REC05,RECREACION Y APROVECHAMIENTO,,,,,,,
Ing. Sistemas Biologicos,2A,IB644,QUIMICA ORGANICA I,158031,FLORES GALLEGOS NELSON,LUNES,8,10,MOVIL - AULA 1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB647,BIOQUIMICA,128729,ACEVEDO JUAREZ BRENDA,LUNES,10,12,C13,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB682,FISICOQUIMICA,128063,MEDINA JUAREZ OBDULIA,LUNES,12,14,D5,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB679,FISICA,120105,GUILLEN ESCAMILLA IVAN,LUNES,14,16,D13,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB712,LABORATORIO EN BIOLOGIA,162332,RODRIGUEZ GONZALEZ ELDA MIREYA,MIERCOLES,8,10,LAB. SIST. BIOLOGICOS,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB684,BIOLOGIA CELULAR,128726,GRACIANO MACHUCA OMAR,MIERCOLES,10,12,D2,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB647,BIOQUIMICA,128729,ACEVEDO JUAREZ BRENDA,MIERCOLES,12,14,A14,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB679,FISICA,120105,GUILLEN ESCAMILLA IVAN,MIERCOLES,14,16,MOVIL - AULA 3,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB682,FISICOQUIMICA,128063,MEDINA JUAREZ OBDULIA,JUEVES,8,10,D12,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB644,QUIMICA ORGANICA I,158031,FLORES GALLEGOS NELSON,JUEVES,10,12,B16,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB712,LABORATORIO EN BIOLOGIA,162332,RODRIGUEZ GONZALEZ ELDA MIREYA,JUEVES,12,14,LAB. SIST. BIOLOGICOS,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IE014,CALCULO DIFERENCIAL,152124,LOPEZ VAZQUEZ PABLO CARLOS,JUEVES,14,16,D14,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IE014,CALCULO DIFERENCIAL,152124,LOPEZ VAZQUEZ PABLO CARLOS,VIERNES,12,14,MOVIL - AULA 1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,2A,IB684,BIOLOGIA CELULAR,128726,GRACIANO MACHUCA OMAR,VIERNES,14,16,C1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,3A,IB695,BIOMECANICA DE FLUIDOS,138573,LOPEZ PICAZO PEDRO IVAN,LUNES,18,20,EL1,HIBRIDA
Ing. Sistemas Biologicos,3A,IB697,MODELOS EXPERIMENTALES EN SB,167889,VARGAS RODRIGUEZ YALMA LUISA,MARTES,8,10,SD1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,3A,IB697,MODELOS EXPERIMENTALES EN SB,167889,VARGAS RODRIGUEZ YALMA LUISA,MARTES,10,12,D12,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,3A,IB685,HISTOLOGIA,138555,RAMIREZ LOPEZ INOCENCIA GUADALUPE,MARTES,12,14,SD1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,3A,REC05,RECREACION Y APROVECHAMIENTO,,,MARTES,14,16,AULA-RECREACION-3,
Ing. Sistemas Biologicos,3A,IB683,BIOLOGIA MOLECULAR,138510,MACIAS BARRAGAN JOSE GUADALUPE,MARTES,16,18,MOVIL - AULA 1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,3A,IB691,DISE~OS BIOEXPERIMENTALES,128032,RODRIGUEZ ARREOLA ALICIA,MARTES,18,20,EL1,HIBRIDA
Ing. Sistemas Biologicos,3A,IB692,BIOPROGRAMACION,128461,LUQUIN PEREZ LUIS ALBERTO,MIERCOLES,8,10,CITA2,HIBRIDA
Ing. Sistemas Biologicos,3A,IB695,BIOMECANICA DE FLUIDOS,138573,LOPEZ PICAZO PEDRO IVAN,MIERCOLES,10,12,D12,HIBRIDA
Ing. Sistemas Biologicos,3A,REC05,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,12,14,AULA-RECREACION-10,
Ing. Sistemas Biologicos,3A,IB691,DISE~OS BIOEXPERIMENTALES,128032,RODRIGUEZ ARREOLA ALICIA,MIERCOLES,14,16,C10,HIBRIDA
Ing. Sistemas Biologicos,3A,IB649,MICROBIOLOGIA,156745,GUERRA RENTERIA ARACELY SUGGEY,MIERCOLES,16,18,MOVIL - AULA 1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,3A,IB685,HISTOLOGIA,138555,RAMIREZ LOPEZ INOCENCIA GUADALUPE,JUEVES,10,12,MOVIL - AULA 3,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,3A,IB683,BIOLOGIA MOLECULAR,138510,MACIAS BARRAGAN JOSE GUADALUPE,JUEVES,12,14,MOVIL - AULA 4,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,3A,REC05,RECREACION Y APROVECHAMIENTO,,,JUEVES,14,16,AULA-RECREACION-8,
Ing. Sistemas Biologicos,3A,IB649,MICROBIOLOGIA,156745,GUERRA RENTERIA ARACELY SUGGEY,JUEVES,16,18,MOVIL - AULA 1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,3A,IB692,BIOPROGRAMACION,128461,LUQUIN PEREZ LUIS ALBERTO,JUEVES,18,20,EL22,HIBRIDA
Ing. Sistemas Biologicos,4A,REC05,RECREACION Y APROVECHAMIENTO,,,,,,,
Ing. Sistemas Biologicos,4A,IB709,MICROSOCOPIA E IMAGENOLOGIA,162347,YAÑEZ SANCHEZ IRINEA,MARTES,8,10,B1,HIBRIDA
Ing. Sistemas Biologicos,4A,IB699,BIOMATERIALES,144804,OSEGUERA GALINDO DAVID OMAR,MARTES,10,12,MOVIL - AULA 2,HIBRIDA
Ing. Sistemas Biologicos,4A,IB688,TOXICOLOGIA,142468,GOMEZ GUZMAN ABRIL IVETT PRISCILLA,MARTES,12,14,CITA 0,HIBRIDA
Ing. Sistemas Biologicos,4A,IB686,FISIOLOGIA GENERAL,142453,RAMIREZ FLORES ANA GABRIELA,MARTES,14,16,CITA4,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,4A,IB694,ELEMENTOS DE BIOINGENIERIA ELECTRICA,145617,ALVAREZ BERNAL GILBERTO,MARTES,16,18,A3,HIBRIDA
Ing. Sistemas Biologicos,4A,IB688,TOXICOLOGIA,142468,GOMEZ GUZMAN ABRIL IVETT PRISCILLA,MIERCOLES,8,10,C13,HIBRIDA
Ing. Sistemas Biologicos,4A,IB686,FISIOLOGIA GENERAL,142453,RAMIREZ FLORES ANA GABRIELA,MIERCOLES,10,12,CITA2,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,4A,IB696,"DISE~O, PROGRAMACION Y MODELADO DE SISTEMAS BIOLOGICOS",152740,GOMEZ AGUILAR JOSE FRANCISCO,MIERCOLES,12,14,CITA1,
Ing. Sistemas Biologicos,4A,IB677,BIOINFORMATICA,119703,RAMOS MARTINEZ MOISES BULMARO,MIERCOLES,14,16,CITA2,HIBRIDA
Ing. Sistemas Biologicos,4A,IB703,DISE~OS EXPERIMENTALES APLICADOS,138614,SOSA MU~IZ MARIA DEL CARMEN,MIERCOLES,16,18,B8,HIBRIDA
Ing. Sistemas Biologicos,4A,IB699,BIOMATERIALES,144804,OSEGUERA GALINDO DAVID OMAR,MIERCOLES,18,20,EL39,HIBRIDA
Ing. Sistemas Biologicos,4A,IB709,MICROSOCOPIA E IMAGENOLOGIA,162347,YAÑEZ SANCHEZ IRINEA,JUEVES,18,20,EL27,HIBRIDA
Ing. Sistemas Biologicos,4A,IB703,DISE~OS EXPERIMENTALES APLICADOS,138614,SOSA MU~IZ MARIA DEL CARMEN,VIERNES,18,20,EL34,HIBRIDA
Ing. Sistemas Biologicos,4A,IB694,ELEMENTOS DE BIOINGENIERIA ELECTRICA,145617,ALVAREZ BERNAL GILBERTO,SABADO,12,14,EL83,HIBRIDA
Ing. Sistemas Biologicos,4A,IB696,"DISE~O, PROGRAMACION Y MODELADO DE SISTEMAS BIOLOGICOS",152740,GOMEZ AGUILAR JOSE FRANCISCO,SABADO,14,16,EL84,
Ing. Sistemas Biologicos,4A,IB677,BIOINFORMATICA,119703,RAMOS MARTINEZ MOISES BULMARO,SABADO,16,18,EL88,HIBRIDA
Ing. Sistemas Biologicos,5A,IB713,PROYECTO DE SISTEMAS BIOLOGICOS,,GRACIANO MACHUCA OMAR,,,,,
Ing. Sistemas Biologicos,5A,IB689,GENETICA,142458,RODRIGUEZ PRECIADO SERGIO YAIR,LUNES,8,10,D6,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,5A,IB705,GENOMICA Y PROTEOMICA,149897,RODRIGUEZ GONZALEZ ELDA MIREYA,LUNES,10,12,D3,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,5A,IB707,INSTRUMENTACION EN BIOTECNOLOGIA,156744,GUERRA RENTERIA ARACELY SUGGEY,LUNES,12,14,SD1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,5A,IB711,LABORATORIO BIOINFORMATICA,123932,RAMOS MARTINEZ MOISES BULMARO,LUNES,18,20,EL96,HIBRIDA
Ing. Sistemas Biologicos,5A,IB689,GENETICA,142458,RODRIGUEZ PRECIADO SERGIO YAIR,MARTES,8,10,A16,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,5A,IB702,"BIOMECANICA MOLECULAR, CELULAR Y DE TEJIDOS",156259,CORTES CAMPOS HECTOR MARTIN,MARTES,10,12,B8,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,5A,IB705,GENOMICA Y PROTEOMICA,149897,RODRIGUEZ GONZALEZ ELDA MIREYA,MARTES,12,14,D3,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,5A,IB698,BIOINGENIERIA Y CONTROL,139255,CRUZ ROJAS ALAN,MARTES,14,18,CITA2,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,5A,IB693,SISTEMAS AMBIENTALES Y ENERGETICOS,152389,ACEVEDO JUAREZ BRENDA,MARTES,18,20,EL47,HIBRIDA
Ing. Sistemas Biologicos,5A,IB693,SISTEMAS AMBIENTALES Y ENERGETICOS,152389,ACEVEDO JUAREZ BRENDA,MIERCOLES,8,10,A14,HIBRIDA
Ing. Sistemas Biologicos,5A,IB702,"BIOMECANICA MOLECULAR, CELULAR Y DE TEJIDOS",156259,CORTES CAMPOS HECTOR MARTIN,MIERCOLES,10,12,CITA1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,5A,REC05,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,12,14,AULA-RECREACION-16,
Ing. Sistemas Biologicos,5A,IB707,INSTRUMENTACION EN BIOTECNOLOGIA,156744,GUERRA RENTERIA ARACELY SUGGEY,MIERCOLES,14,16,D1,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,5A,IB711,LABORATORIO BIOINFORMATICA,123932,RAMOS MARTINEZ MOISES BULMARO,MIERCOLES,16,18,A8,HIBRIDA
Ing. Sistemas Biologicos,6A,IB713,PROYECTO DE SISTEMAS BIOLOGICOS,,GRACIANO MACHUCA OMAR,,,,,
Ing. Sistemas Biologicos,6A,IB714,PROYECTO DE BIOTECNOLOGÍA,,GRACIANO MACHUCA OMAR,,,,,
Ing. Sistemas Biologicos,6A,IB704,BIOSENSORES,152722,PEREZ VIDAL ALAN FRANCISCO,LUNES,8,10,CITA4,HIBRIDA
Ing. Sistemas Biologicos,6A,REC05,RECREACION Y APROVECHAMIENTO,,,LUNES,10,12,AULA-RECREACION-24,
Ing. Sistemas Biologicos,6A,IB700,SISTEMAS BIOLOGICOS,162510,DIAZ ZARAGOZA MARIANA,LUNES,12,14,A7,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,6A,IB706,BIOMEDICINA Y APLICACIONES BIOTECNOLOGICAS,149876,RODRIGUEZ PRECIADO SERGIO YAIR,LUNES,14,16,A8,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,6A,IB704,BIOSENSORES,152722,PEREZ VIDAL ALAN FRANCISCO,MARTES,18,20,EL70,HIBRIDA
Ing. Sistemas Biologicos,6A,IB706,BIOMEDICINA Y APLICACIONES BIOTECNOLOGICAS,149876,RODRIGUEZ PRECIADO SERGIO YAIR,JUEVES,10,12,CITA 0,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,6A,IB700,SISTEMAS BIOLOGICOS,162510,DIAZ ZARAGOZA MARIANA,JUEVES,12,14,D16,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,7A,REC05,RECREACION Y APROVECHAMIENTO,,,,,,,
Ing. Sistemas Biologicos,7A,IB713,PROYECTO DE SISTEMAS BIOLOGICOS,,GRACIANO MACHUCA OMAR,LUNES,8,12,PRACTICA - AULA 1,
Ing. Sistemas Biologicos,7A,IB701,BIOLOGIA SINTETICA,156258,DIAZ ZARAGOZA MARIANA,LUNES,14,16,MOVIL - AULA 5,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,7A,IB678,SISTEMAS DE CONTROL MUESTREADO,120512,CRUZ ROJAS ALAN,LUNES,16,18,A4,HIBRIDA
Ing. Sistemas Biologicos,7A,IB714,PROYECTO DE BIOTECNOLOGÍA,,GRACIANO MACHUCA OMAR,MARTES,8,12,PRACTICA - AULA 1,
Ing. Sistemas Biologicos,7A,IB701,BIOLOGIA SINTETICA,156258,DIAZ ZARAGOZA MARIANA,MIERCOLES,14,16,MOVIL - AULA 5,TOTAL PRESENCIAL
Ing. Sistemas Biologicos,7A,IB678,SISTEMAS DE CONTROL MUESTREADO,120512,CRUZ ROJAS ALAN,MIERCOLES,16,18,A2,HIBRIDA
Ing. Sistemas Biologicos,8A,IB714,PROYECTO DE BIOTECNOLOGÍA,,GRACIANO MACHUCA OMAR,,,,,
Ing. Sistemas Biologicos,8A,IB710,LABORATORIO EN SISTEMAS DE CONTROL MUESTREADO,170810,TIRADO PRADO OLGA ANAJETHZY,LUNES,18,20,EL36,
Ing. Sistemas Biologicos,8A,IB710,LABORATORIO EN SISTEMAS DE CONTROL MUESTREADO,170810,TIRADO PRADO OLGA ANAJETHZY,MARTES,8,10,CITA 0,
Ing. Sistemas Biologicos,8A,IB708,DESARROLLO BIOTECNOLOGICO,162208,GRACIANO MACHUCA OMAR,VIERNES,8,12,SD1,
Lic. Administracion,1A,I5087,ECONOMIA I,40368,MEZA TAPIA JOSE DE JESUS,LUNES,8,10,B11,HIBRIDA
Lic. Administracion,1A,I5093,TECNOLOGIAS DE LA INFORMACION,40766,MARTINEZ GARCIA MARIO,LUNES,10,12,CITA3,TOTAL PRESENCIAL
Lic. Administracion,1A,REC02,RECREACION Y APROVECHAMIENTO,,,LUNES,12,14,AULA-RECREACION-25,
Lic. Administracion,1A,D1470,EXPRESION ORAL Y ESCRITA,40450,GOMEZ GODOY IMELDA EDITH,LUNES,14,16,B4,HIBRIDA
Lic. Administracion,1A,I5087,ECONOMIA I,40368,MEZA TAPIA JOSE DE JESUS,MARTES,18,20,EL83,HIBRIDA
Lic. Administracion,1A,I0942,ADMINISTRACION I,40118,MEZA RAMIREZ MAYRA YADIRA,MIERCOLES,8,10,B13,HIBRIDA
Lic. Administracion,1A,I5085,UNIVERSIDAD Y SIGLO XXI,44607,ALVAREZ BERNAL RAFAEL,MIERCOLES,10,12,A4,HIBRIDA
Lic. Administracion,1A,I0868,MATEMATICAS I,41614,GARCIA SANCHEZ ANDRES,MIERCOLES,12,14,B8,HIBRIDA
Lic. Administracion,1A,I5086,CONTABILIDAD GENERAL,40278,GUZMAN AVALOS ELBA VICTORIA,JUEVES,10,12,B8,HIBRIDA
Lic. Administracion,1A,I5093,TECNOLOGIAS DE LA INFORMACION,40766,MARTINEZ GARCIA MARIO,JUEVES,14,16,CITA2,TOTAL PRESENCIAL
Lic. Administracion,1A,I0942,ADMINISTRACION I,40118,MEZA RAMIREZ MAYRA YADIRA,JUEVES,18,20,EL52,HIBRIDA
Lic. Administracion,1A,I0868,MATEMATICAS I,41614,GARCIA SANCHEZ ANDRES,VIERNES,18,20,EL11,HIBRIDA
Lic. Administracion,1A,I5085,UNIVERSIDAD Y SIGLO XXI,44607,ALVAREZ BERNAL RAFAEL,SABADO,8,10,EL43,HIBRIDA
Lic. Administracion,1A,I5086,CONTABILIDAD GENERAL,40278,GUZMAN AVALOS ELBA VICTORIA,SABADO,18,20,EL51,HIBRIDA
Lic. Administracion,1A,D1470,EXPRESION ORAL Y ESCRITA,40450,GOMEZ GODOY IMELDA EDITH,SABADO,20,21,EL35,HIBRIDA
Lic. Administracion,1B,TUT01,TUTORIAS,,,MARTES,10,12,EL40,
Lic. Administracion,2A,I5120,CONTABILIDAD DE COSTOS,41523,GUZMAN AVALOS ELBA VICTORIA,LUNES,18,20,EL35,HIBRIDA
Lic. Administracion,2A,I0869,MATEMATICAS II,41588,CALDERON MAGALLON JOSE PAUL,MARTES,18,20,EL17,HIBRIDA
Lic. Administracion,2A,I5088,ECONOMIA II,41546,MEZA TAPIA JOSE DE JESUS,MIERCOLES,18,20,EL51,HIBRIDA
Lic. Administracion,2A,I5092,ETICA PROFESIONAL,41560,MIRANDA TORRES ROXANA PAOLA,MIERCOLES,20,21,EL13,HIBRIDA
Lic. Administracion,2A,I5083,CONCEPTOS JURIDICOS FUNDAMENTALES,65383,CORONA FLORES CRISTINA,JUEVES,8,10,A12,HIBRIDA
Lic. Administracion,2A,I5082,ADMINISTRACION II,41509,ZARATE VEGA VERONICA,JUEVES,10,12,A14,HIBRIDA
Lic. Administracion,2A,I5120,CONTABILIDAD DE COSTOS,41523,GUZMAN AVALOS ELBA VICTORIA,JUEVES,12,14,B16,HIBRIDA
Lic. Administracion,2A,I0869,MATEMATICAS II,41588,CALDERON MAGALLON JOSE PAUL,JUEVES,14,16,B13,HIBRIDA
Lic. Administracion,2A,I5083,CONCEPTOS JURIDICOS FUNDAMENTALES,65383,CORONA FLORES CRISTINA,JUEVES,18,19,EL109,HIBRIDA
Lic. Administracion,2A,I5088,ECONOMIA II,41546,MEZA TAPIA JOSE DE JESUS,VIERNES,8,10,A1,HIBRIDA
Lic. Administracion,2A,CB169,DESARROLLO SUSTENTABLE,41610,RODRIGUEZ GUARDADO ADRIANA DEL CARMEN,VIERNES,10,12,B14,HIBRIDA
Lic. Administracion,2A,REC02,RECREACION Y APROVECHAMIENTO,,,VIERNES,12,14,AULA-RECREACION-16,
Lic. Administracion,2A,I5092,ETICA PROFESIONAL,41560,MIRANDA TORRES ROXANA PAOLA,VIERNES,16,18,EL12,HIBRIDA
Lic. Administracion,2A,CB169,DESARROLLO SUSTENTABLE,41610,RODRIGUEZ GUARDADO ADRIANA DEL CARMEN,SABADO,16,18,EL55,HIBRIDA
Lic. Administracion,2A,I5082,ADMINISTRACION II,41509,ZARATE VEGA VERONICA,SABADO,18,20,EL53,HIBRIDA
Lic. Administracion,2B,I5083,CONCEPTOS JURIDICOS FUNDAMENTALES,101974,MARTINEZ CARRILLO RANULFO,LUNES,8,10,B3,
Lic. Administracion,2B,REC02,RECREACION Y APROVECHAMIENTO,,,LUNES,10,12,AULA-RECREACION-2,
Lic. Administracion,2B,I5092,ETICA PROFESIONAL,41562,MEZA AGUIRRE RAFAEL,LUNES,12,14,C1,
Lic. Administracion,2B,I5120,CONTABILIDAD DE COSTOS,66077,VARELA LOPEZ TERESITA DE JESUS,LUNES,14,16,B6,
Lic. Administracion,2B,I5092,ETICA PROFESIONAL,41562,MEZA AGUIRRE RAFAEL,LUNES,20,21,EL41,
Lic. Administracion,2B,I5082,ADMINISTRACION II,41510,CASTELLANOS ALDACO ALMA CONCEPCION,MARTES,18,20,EL51,
Lic. Administracion,2B,I5088,ECONOMIA II,41547,COLMENARES LOPEZ MYRIAM GUADALUPE,MIERCOLES,18,20,EL52,
Lic. Administracion,2B,I5082,ADMINISTRACION II,41510,CASTELLANOS ALDACO ALMA CONCEPCION,JUEVES,8,10,C13,
Lic. Administracion,2B,I5088,ECONOMIA II,41547,COLMENARES LOPEZ MYRIAM GUADALUPE,JUEVES,10,12,A3,
Lic. Administracion,2B,CB169,DESARROLLO SUSTENTABLE,41611,ZARATE VEGA VERONICA,JUEVES,12,14,D3,
Lic. Administracion,2B,I0869,MATEMATICAS II,41589,FLETES VARGAS ANA GABRIELA,JUEVES,14,16,A15,
Lic. Administracion,2B,I5083,CONCEPTOS JURIDICOS FUNDAMENTALES,101974,MARTINEZ CARRILLO RANULFO,JUEVES,20,22,EL31,
Lic. Administracion,2B,I5120,CONTABILIDAD DE COSTOS,66077,VARELA LOPEZ TERESITA DE JESUS,VIERNES,18,20,EL54,
Lic. Administracion,2B,I0869,MATEMATICAS II,41589,FLETES VARGAS ANA GABRIELA,SABADO,16,18,EL29,
Lic. Administracion,2B,CB169,DESARROLLO SUSTENTABLE,41611,ZARATE VEGA VERONICA,SABADO,18,20,EL54,
